index,x,y,theta
0,0.024835707650561634,0.017889368017414167,0.38375788723168175
1,0.49559934775551107,0.27918977615308027,0.4330055877183474
2,1.0374095525331752,0.5558195927286566,0.4617214792952548
3,1.5836891812626122,0.8036070765152309,0.4612824342630179
4,1.9983425825201144,0.9293876407484308,0.4328922430135906
5,2.5008559662228924,1.1962136998193893,0.481986653460463
6,3.0940360176597914,1.510552143702677,0.3918966519083177
7,3.5559596761561374,1.748436494115924,0.431575445552189
8,3.996626783215815,1.982097050619248,0.43710776382259736
9,4.549741067505931,2.3776396104903705,0.4481943914871775
10,5.00195474350008,2.436689547016204,0.4484134727787689
11,5.50435170327626,2.681985547815007,0.3459427965104065
12,6.042248867347145,2.883341849299621,0.3137959147630723
13,6.436999304350024,3.071486794993532,0.44170140837957206
14,6.948929987771333,3.218757016556658,0.38074559570266453
15,7.509574065749006,3.4599061300434153,0.3120244367590647
16,7.989559449008404,3.5621143276982967,0.4113454484606074
17,8.558425934468959,3.7586219031768433,0.32294861715032364
18,8.999824926877205,3.9063827742375823,0.3585670478154287
19,9.477123508400572,4.085009229618906,0.28450309632637116
20,10.123533694727485,4.336610108344825,0.36481020994202407
21,10.541475004071149,4.256819308847208,0.3293451035991569
22,11.058652792143944,4.502818245756681,0.2081399497357566
23,11.486551535412945,4.494910665533903,0.2474333962892366
24,12.033082371311428,4.647439401335974,0.2087052708369545
25,12.568360199837251,4.8091802943179855,0.22182946758539887
26,13.007776954294712,4.82963946390957,0.0815640719973644
27,13.586624096897182,4.83204585168125,0.1400531405454411
28,14.04031982429803,4.897340225501687,0.13422240743190628
29,14.558279634118374,5.001803217613709,-0.0313880112329679
30,15.045291553810639,4.95348086574637,-0.027578505095091257
31,15.670503356461627,5.0103999554719305,-0.09546092956996857
32,16.079727148813355,4.998811227407774,-0.03207799161139308
33,16.530029026416525,4.948293694254461,-0.007768535023921268
34,17.12655438128355,5.05983699254373,0.00659857646422328
35,17.526897515993912,4.94359809684125,-0.08943179578250518
36,18.100895441056768,4.757506503836612,-0.0359777683209874
37,18.494981317926612,4.802681122688429,-0.21025559840542002
38,19.02906808448975,4.682762269618079,-0.24975174193206906
39,19.6078330115422,4.669060535782312,-0.19010796011059755
40,20.13742584156258,4.485719935083042,-0.19022296443238768
41,20.61158348943638,4.407091304602405,-0.23244261060504226
42,21.09974522407154,4.3144187660179565,-0.35479243122773935
43,21.592985016225562,4.197969753809489,-0.27567100691232427
44,22.036626664300723,3.94969061705168,-0.3553732118286799
45,22.577073116213427,3.8378806863270816,-0.27470487177071545
46,23.092545950899243,3.6660272342684785,-0.3069711413762711
47,23.67094656357225,3.482961373332198,-0.3884564955013224
48,24.137783929553798,3.4208781262060666,-0.3823461618856816
49,24.534963570121306,3.1614183919807695,-0.4238169499070347
50,25.141832339173256,2.8787586245563763,-0.387194921742204
51,25.608886589496773,2.7809023911397146,-0.34850113129629656
52,26.096807166316356,2.627418613641221,-0.45672851781680646
53,26.663749643587767,2.3528701307901607,-0.39240690292252195
54,27.187228368084593,1.9994045734545203,-0.45327032327924544
55,27.684754960729677,1.8200479660714486,-0.47453003067893507
56,28.098742641426806,1.671835701275123,-0.4473481165906459
57,28.627755461609446,1.3332762580575892,-0.4998513770891177
58,29.162291814786258,1.1475648933209408,-0.4808483985495112
59,29.697018462386268,0.9179786315367645,-0.5171221849075818
60,30.126795056951956,0.584553614954159,-0.36204166156310913
61,30.643983382825095,0.3779842736810389,-0.46055297359674946
62,31.100462145772056,-0.032004217426449405,-0.4983302246468217
63,31.598481126082397,-0.17238997919399393,-0.45266282165163185
64,32.20143031122021,-0.38472283715396455,-0.4679861664023227
65,32.73112858434311,-0.684468010176592,-0.47141578167895226
66,33.16222863964962,-0.788872171387949,-0.4266451504930169
67,33.71851835343731,-1.1882159950413458,-0.41545160707326323
68,34.18893607260916,-1.3821080325593862,-0.474811300448521
69,34.64111084644059,-1.593531860219292,-0.4710204741271517
70,35.19394917726034,-1.763928679694314,-0.4489079692597851
71,35.755293788122295,-2.139073655073944,-0.5421585604655041
72,36.17911322065756,-2.2351913880988707,-0.4937099100465779
73,36.76164926821783,-2.513117028821887,-0.3394756610506809
74,37.05494239303671,-2.776637169286023,-0.3144229578831541
75,37.729537336274035,-2.911503458901168,-0.39696163778360866
76,38.195307127281254,-3.124293662254114,-0.34251281457411414
77,38.67851696916012,-3.35598260625231,-0.3416098585425634
78,39.20056793832426,-3.505809834214276,-0.1880726941451703
79,39.59911401658151,-3.703034014243889,-0.2699105879141364
80,40.19002143073375,-3.8432606100123374,-0.3152059209937057
81,40.72137321651528,-3.9712808403823927,-0.3385805940557901
82,41.27992485299084,-4.070427723833865,-0.35222228280081497
83,41.682629202654155,-4.346483887099041,-0.24196185509457632
84,42.170630596237245,-4.301988861144605,-0.2693682692646339
85,42.68847998701675,-4.619162030542706,-0.2813080981842661
86,43.261850507895154,-4.630648621955501,-0.2204526477189549
87,43.735030520307106,-4.683473592377202,-0.21947540546590058
88,44.194617517449835,-4.776771513480975,-0.05772826771115336
89,44.74928146210792,-4.8877925549646095,-0.07417809366569827
90,45.23098453073373,-4.920638766998974,-0.0944005003019607
91,45.77707546560704,-4.976061121411298,0.004601875360369406
92,46.1960531242006,-5.0095571160083905,-0.0406608053235545
93,46.71728523437865,-4.953713558449147,-0.06255965320277102
94,47.21657549686601,-4.98183399673184,0.08176821936782834
95,47.66551771993007,-5.025198867262859,0.057643749067665985
96,48.25601204400398,-4.923842572552931,0.003806301378719283
97,48.756771356573815,-4.919182194339512,0.0709129721183406
98,49.24648682861101,-4.847170627366847,0.06111060136132944
99,49.7370143619242,-4.797258798923489,0.05982643001507827
100,50.18048774430451,-4.798925584392771,0.19888099052703015
101,50.73273657808283,-4.702209482014061,0.271102209129094
102,51.23914568120884,-4.541759591102442,0.12814446639412247
103,51.71868010638816,-4.4419688793676695,0.24797989269952989
104,52.25324224708001,-4.3556040951318495,0.20831643598101957
105,52.78402163831811,-4.2197704993287255,0.23671599602272453
106,53.360640953351975,-4.022163191286502,0.2508373680956773
107,53.77757311174712,-3.96571870564182,0.25576425693047056
108,54.28423430345573,-3.7489415618604336,0.3189853578020882
109,54.770147050945354,-3.617028503451078,0.29166839921347115
110,55.18044334878279,-3.439319136406776,0.36243403302679045
111,55.77756877858935,-3.186356815004211,0.36111534571070075
112,56.28441854567293,-3.004702260376498,0.3654028697255812
113,56.90708170361421,-2.8022849777129,0.3446917989528876
114,57.276814112564956,-2.5674963996203486,0.3729405553493052
115,57.80402209073477,-2.4148831851847743,0.450242501191925
116,58.289721697946895,-2.1588993618603074,0.44719457509653215
117,58.73553594736525,-1.980037415236628,0.3819275568140075
118,59.353623552786054,-1.7148830764735452,0.44340942353356155
119,59.83659162650871,-1.499795450772718,0.48263142710286105
120,60.34105913504059,-1.2468653623775987,0.36719424397289946
121,60.75855072776277,-0.9772240199589497,0.48241977145288273
122,61.376672378863375,-0.8006173317419505,0.42569429955972937
123,61.73895267299103,-0.405893362003466,0.4899171009662948
124,62.34090064363473,-0.3103311533284876,0.4247750104694997
125,62.92359313304929,-0.06960078597180638,0.37323453284761393
126,63.26705609831633,0.3001755648898941,0.38163232264420904
127,63.79078059090679,0.5324028836533822,0.46393440259519964
128,64.32659060845538,0.7733312665117368,0.4720261794542301
129,64.79894682030927,1.020974465741694,0.410322170951587
130,65.24909999427582,1.2338784733514725,0.48295215737376507
131,65.83257387738351,1.431445048745139,0.36241599939947877
132,66.27854310577096,1.7181877791941833,0.4356407663055749
133,66.8578504758031,1.914300983173458,0.37082855915201846
134,67.29071220537374,2.2257581386341925,0.39020310202863884
135,67.91669270015036,2.392996181463805,0.4155611762921391
136,68.30254587809675,2.576361030231311,0.35954874022220684
137,68.82811802971736,2.812244803644806,0.37170422129359665
138,69.38740952921019,3.05249834992687,0.42859824583766437
139,69.78770301533407,3.199548843969625,0.33578670108892383
140,70.36313179070005,3.374358420926467,0.3917697136515763
141,70.91962849449803,3.6067652801044536,0.27787324636438687
142,71.27640975786993,3.7768656415162654,0.3442595260193958
143,71.86852817533867,3.8998021785866057,0.3723178697797267
144,72.37480318493854,4.052219789065245,0.15821395338879052
145,72.90341275162906,4.227706640925105,0.2226275463431423
146,73.30498663531036,4.273388148078143,0.2711601684403799
147,73.80332390301412,4.394135760584887,0.21119168251098466
148,74.39795637476324,4.53603196674153,0.2181932874866785
149,74.88922109295814,4.657184430675241,0.1470415329397878
150,75.38940906462784,4.767520037716474,0.15855246744546236
151,75.89671939539946,4.897863233371133,0.12286962004660962
152,76.34790831165976,4.926919978462447,0.1649982356440822
153,76.89603479541081,4.923651125332876,0.09489312270422269
154,77.40158829703176,4.9658575741124835,0.07430918402371264
155,77.85372966527959,4.939302759305352,0.011876596460629395
156,78.48524852455222,4.998527814241072,-0.01699099889534154
157,78.91816400785463,4.982422875291209,-0.03934767786600239
158,79.33741974976299,4.997778722354915,-0.02303926175183792
159,79.93232516786887,4.912491292811379,-0.08869212336370086
160,80.35327596673989,4.939523430016702,-0.07778202574916679
161,80.94387684325245,4.937491268387873,-0.012786430717272923
162,81.46496495482975,4.790442541809395,-0.09685882724589613
163,81.86851362277588,4.738884406412522,-0.18006767910586716
164,82.46022910796974,4.664310940508274,-0.1264756331886039
165,82.93521191066843,4.509058969570978,-0.2290599348560335
166,83.4581884351354,4.428206393096714,-0.3319702772374579
167,84.01443763908243,4.294361748591234,-0.3011089063537832
168,84.40984114696367,4.164506090343123,-0.3640685615974539
169,84.88693630736002,3.9763603318147482,-0.30707045317183923
170,85.38265995691067,3.8614883384474066,-0.306644877612955
171,85.88885772695775,3.7206689118233185,-0.24088971670737352
172,86.4283057185494,3.594501794551912,-0.32456069251656516
173,86.951730965575,3.387192068760821,-0.36708705599454766
174,87.45102046961473,3.2557411555440674,-0.32890035476280116
175,87.9810576549141,2.9106203310701244,-0.49416760154976175
176,88.44286114987027,2.786064233891896,-0.38406315399043006
177,89.01740032194832,2.538152052978912,-0.36852052318033823
178,89.43400333924261,2.418627029360446,-0.49119613678072477
179,90.08575720204807,2.0430441188722055,-0.36926340381800976
180,90.4835446739209,1.810535071161834,-0.4176912975391108
181,90.91191599152592,1.5869366798270437,-0.46252675649116015
182,91.40374180725775,1.2710145401921287,-0.4162519132440937
183,91.98392261573701,1.107747607885682,-0.33946896089829226
184,92.45113841852265,0.8500417076693562,-0.44800851411148784
185,93.00052414530762,0.6472391202473132,-0.4477762388872712
186,93.49099856464575,0.40691324748015173,-0.4852293181472685
187,93.96620780059831,0.23275583270791217,-0.5058170351130721
188,94.43002212314181,-0.06476046959647694,-0.42186162964728957
189,94.899132010625,-0.39207232381181817,-0.5052263026657973
190,95.45506118707002,-0.6581763300219047,-0.4568771068730489
191,96.02271943720359,-0.8371398330123526,-0.48136028491989524
192,96.49311674750801,-1.1740520594106818,-0.4295377904558532
193,96.92263768417997,-1.2599746458225793,-0.43179884765882004
194,97.4960962322222,-1.5326705684967143,-0.3905842541533789
195,98.00921561773015,-1.8511779953180285,-0.46092392390782994
196,98.44826943974772,-2.1448382124733474,-0.4408600323534601
197,99.00266112966912,-2.2177514127965576,-0.46722839494984236
198,99.50039787310823,-2.511665603494261,-0.430409922531813
199,99.94285148510846,-2.6582147388481756,-0.384015007771471
